gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,0,0,19,1,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,0,Electronic check,98.37,1903.83,0
Male,0,1,0,25,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,1,Credit card (automatic),106.85,2700.35,0
Male,1,1,0,50,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),109.73,5675.82,0
Female,0,0,0,50,0,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Credit card (automatic),90.98,4578.7,0
Male,0,0,1,31,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),99.58,3048.27,1
Female,0,0,0,25,1,Yes,DSL,No,Yes,No,No,No,Yes,One year,0,Mailed check,86.18,2164.31,0
Female,1,1,0,16,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,0,Credit card (automatic),102.14,1705.26,1
Male,1,0,0,29,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,1,Credit card (automatic),104.37,3090.36,0
Female,0,1,0,37,0,No phone service,DSL,No,Yes,No,No,No,Yes,One year,1,Mailed check,68.67,2484.96,0
Male,0,1,0,0,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),78.74,0.0,1
Male,0,1,0,38,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,93.71,3598.17,0
Male,0,0,0,24,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,94.69,2192.43,1
Male,0,0,0,3,1,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,93.51,280.63,1
Male,0,0,0,0,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,0,Mailed check,107.6,0.0,1
Female,1,0,0,24,1,No,DSL,No,No,No,No,Yes,No,Two year,0,Bank transfer (automatic),71.54,1785.2,0
Female,0,1,0,46,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),104.88,4645.92,0
Female,0,1,0,29,1,No,DSL,No,No,No,Yes,Yes,No,Two year,0,Mailed check,75.38,2291.88,1
Male,0,1,0,42,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.9,2821.5,1
Male,0,0,1,2,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),118.75,240.0,1
Male,0,0,1,18,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,111.08,2003.28,1
Female,0,0,0,57,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,104.24,6075.49,1
Male,0,0,0,59,1,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),65.76,3773.11,0
Female,1,0,0,25,0,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,74.42,1847.21,0
Female,0,0,0,6,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),118.75,677.19,1
Male,0,0,0,19,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),109.32,2112.46,0
Male,0,0,0,13,0,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,0,Mailed check,65.36,834.34,0
Female,0,0,0,12,1,No,Fiber optic,No,No,No,No,Yes,No,Two year,1,Electronic check,89.81,1127.13,0
Male,0,0,0,69,1,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,1,Mailed check,100.26,6889.45,0
Female,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,29.32,508.09,0
Male,0,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),40.41,312.75,0
Male,0,1,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,34.76,250.77,1
Female,0,1,1,22,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),118.75,2485.79,0
Male,0,1,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,35.88,0.0,1
Female,0,0,1,20,1,No,DSL,Yes,No,No,No,No,No,One year,0,Electronic check,66.24,1361.51,0
Male,1,1,0,69,1,No,DSL,No,No,No,No,No,Yes,One year,0,Credit card (automatic),78.91,5392.82,0
Female,0,1,1,29,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,99.33,2752.02,1
Female,0,1,1,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),33.52,1193.65,0
Male,1,0,0,66,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),118.75,7571.74,0
Female,0,1,1,47,1,No,DSL,Yes,No,No,No,Yes,Yes,Two year,0,Electronic check,78.63,3683.68,0
Male,0,1,1,41,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,118.75,5107.1,0
Male,1,1,0,68,1,Yes,DSL,No,No,No,Yes,No,Yes,Two year,0,Electronic check,92.7,5996.34,0
Male,0,1,1,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,77.87,400.21,1
Female,1,0,1,23,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,0,Mailed check,96.6,2192.33,1
Female,1,1,1,59,1,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),84.39,5120.61,0
Male,0,0,0,28,1,No,DSL,Yes,No,No,No,Yes,No,Two year,0,Mailed check,81.56,2271.43,0
Male,0,0,0,0,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),95.41,0.0,1
Female,0,0,0,43,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,115.35,4984.78,0
Male,0,1,0,35,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),77.01,2761.38,1
Male,0,1,1,68,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,1,Bank transfer (automatic),118.75,8085.6,0
Female,0,1,0,55,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Credit card (automatic),83.41,4665.83,0
Male,0,1,0,28,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),31.68,883.48,0
Female,0,0,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),33.63,229.18,0
Male,0,1,0,17,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,1,Electronic check,110.07,1919.33,0
Female,0,1,0,0,1,Yes,DSL,No,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),92.39,0.0,0
Male,0,0,1,16,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Electronic check,78.82,1247.44,1
Male,0,0,0,30,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,89.85,2827.91,0
Female,1,1,0,14,1,Yes,Fiber optic,No,No,No,No,No,Yes,One year,1,Mailed check,110.11,1472.69,1
Male,1,1,0,66,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),87.45,5901.67,0
Female,0,1,0,17,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,38.21,644.0,0
Male,1,0,1,58,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,1,Credit card (automatic),109.71,6256.87,0
Female,0,0,0,4,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Credit card (automatic),118.75,493.77,0
Female,0,0,1,2,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,98.63,202.7,1
Female,0,0,1,33,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,94.46,2967.72,0
Female,0,0,0,43,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,108.2,4762.32,1
Male,1,1,0,64,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),31.21,1899.22,0
Male,0,1,0,15,1,No,DSL,Yes,No,No,Yes,No,Yes,One year,1,Electronic check,82.56,1182.34,0
Female,0,0,0,71,1,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,1,Electronic check,100.76,6978.44,0
Female,0,0,0,12,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,113.87,1432.14,1
Female,0,1,1,33,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,89.08,2907.68,0
Male,0,0,0,12,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),93.65,1131.58,0
Male,0,0,0,58,1,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,1,Mailed check,94.77,5651.27,0
Male,0,1,0,13,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,91.56,1161.94,0
Male,0,0,0,35,1,Yes,DSL,Yes,No,No,No,Yes,No,One year,1,Bank transfer (automatic),85.23,3113.96,0
Female,0,1,0,20,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,97.83,1949.07,0
Female,0,0,0,7,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,95.95,697.0,1
Female,0,1,0,53,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,44.37,2340.43,0
Male,0,0,0,42,1,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,88.04,3848.23,1
Male,0,0,0,56,1,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,0,Electronic check,83.43,4840.49,1
Male,0,1,0,45,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),86.06,3812.21,0
Female,0,0,0,57,1,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,0,Credit card (automatic),91.14,4980.64,0
Female,0,0,0,35,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),104.97,3513.43,0
Male,1,0,0,4,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,0,Electronic check,118.44,472.21,1
Female,0,1,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),36.88,1125.96,0
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,32.58,32.98,1
Male,1,1,0,26,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),88.51,2372.17,0
Female,0,1,0,48,1,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),82.14,4087.42,1
Male,0,1,0,67,0,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,77.96,5456.04,0
Female,0,1,0,16,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,92.04,1411.39,1
Male,0,0,0,11,0,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,75.64,863.34,0
Female,0,1,1,1,1,No,Fiber optic,No,No,Yes,No,No,No,Two year,1,Electronic check,88.92,85.37,0
Female,1,1,1,13,1,Yes,DSL,No,No,Yes,No,No,No,One year,1,Mailed check,77.22,1053.1,1
Female,0,0,0,25,1,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Mailed check,82.51,1982.06,0
Male,0,0,0,19,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,22.62,451.08,0
Male,1,0,0,41,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),115.99,4713.41,0
Female,1,1,1,17,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,47.42,825.49,1
Female,0,0,1,8,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),103.09,797.95,1
Male,0,1,0,30,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),92.08,2647.08,1
Male,0,0,1,17,1,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,1,Electronic check,92.13,1593.21,1
Male,0,0,0,26,0,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,80.91,2114.84,0
Female,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),33.71,140.34,1
Male,1,1,0,69,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Mailed check,88.02,6183.16,1
Male,0,1,1,64,0,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Mailed check,80.9,5248.39,0
Female,0,1,1,13,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),118.75,1567.31,0
Male,0,1,0,64,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),103.35,6548.81,0
Male,0,1,1,43,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,100.91,4435.34,1
Male,0,0,0,66,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,114.87,7880.32,1
Female,0,1,0,51,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),118.75,6172.29,1
Female,0,0,1,37,1,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,1,Electronic check,102.52,3646.43,0
Female,0,1,1,13,0,No phone service,Fiber optic,No,No,No,No,No,No,Two year,0,Electronic check,78.29,1012.9,0
Female,0,1,1,71,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,68.99,4851.12,0
Female,0,0,0,66,1,No,DSL,Yes,No,No,No,No,No,Two year,1,Credit card (automatic),73.22,4825.0,0
Female,0,0,1,21,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,90.72,1865.4,1
Female,0,1,0,0,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),108.2,0.0,1
Male,0,1,0,62,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,43.22,2761.19,1
Male,0,0,0,65,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,97.36,6224.19,1
Female,0,1,1,1,1,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,1,Bank transfer (automatic),105.4,109.83,0
Male,0,1,0,16,1,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),76.07,1189.88,0
Male,0,0,0,47,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,100.57,4727.46,0
Female,0,1,0,33,1,Yes,DSL,No,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),89.26,2991.18,0
Male,1,1,0,2,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,118.75,245.09,1
Male,0,0,0,66,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,81.36,5459.79,0
Male,0,0,0,42,1,No phone service,DSL,No,Yes,No,Yes,No,No,One year,1,Electronic check,78.59,3426.61,0
Male,0,1,0,14,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,95.13,1375.92,0
Male,0,0,0,41,1,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,0,Mailed check,77.86,3097.75,0
Female,1,1,0,4,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),118.75,468.86,1
Female,0,0,1,23,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,104.32,2286.39,1
Female,0,0,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),45.68,0.0,0
Male,0,1,0,52,1,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,85.0,4205.64,1
Female,0,1,1,30,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,79.66,2434.44,1
Male,0,1,0,31,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,92.88,2939.76,1
Male,0,0,1,29,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,95.73,2854.57,0
Male,0,0,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,27.87,618.08,0
Male,0,1,0,29,1,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,0,Electronic check,86.29,2458.48,0
Female,1,1,0,7,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,0,Electronic check,117.74,834.76,0
Female,1,1,0,50,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),77.28,4000.5,0
Male,0,1,0,4,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,0,Mailed check,100.15,414.59,1
Female,0,1,1,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,34.36,68.06,0
Male,0,0,0,61,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,1,Electronic check,96.81,5805.34,0
Female,0,0,1,33,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,112.14,3687.37,1
Female,1,0,0,8,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),61.18,472.78,1
Male,0,0,0,11,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),44.74,478.87,0
Female,0,0,0,3,1,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),97.95,279.69,1
Male,0,0,0,3,1,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,83.67,257.22,0
Female,0,0,0,13,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Electronic check,78.03,1064.6,1
Male,1,1,0,7,1,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,74.29,498.06,1
Male,1,1,1,34,1,No,DSL,No,Yes,No,No,No,No,One year,0,Mailed check,75.87,2489.39,0
Female,0,1,0,37,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),50.17,1801.4,0
Female,0,0,1,13,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),118.75,1550.63,0
Male,1,0,0,15,1,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,1,Mailed check,88.04,1305.74,0
Female,1,1,0,49,1,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,0,Electronic check,102.55,4813.38,1
Female,0,0,0,55,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),88.5,4626.49,0
Male,0,0,0,23,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),78.41,1774.24,1
Male,0,1,0,64,0,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,0,Electronic check,79.72,5072.38,0
Female,0,1,1,3,1,Yes,DSL,No,No,No,No,No,Yes,Two year,0,Electronic check,93.43,285.6,1
Male,1,1,1,25,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),88.04,2306.53,0
Male,0,1,0,60,1,Yes,Fiber optic,No,No,No,No,No,No,Two year,1,Electronic check,90.54,5385.4,0
Male,1,0,0,5,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),18.96,95.0,1
Female,0,0,0,67,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,0,Credit card (automatic),112.65,7723.29,0
Female,0,0,0,62,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,94.93,5837.0,1
Male,0,0,1,4,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,40.21,162.41,0
Female,0,0,0,25,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,118.75,2929.65,1
Male,0,0,1,1,1,No,Fiber optic,No,No,No,Yes,No,Yes,One year,1,Mailed check,99.15,104.01,1
Female,0,0,1,37,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,0,Bank transfer (automatic),108.02,3885.76,0
Male,0,0,1,24,1,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,1,Electronic check,98.22,2415.93,1
Male,0,0,0,24,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),109.1,2511.32,0
Female,0,1,0,62,0,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,0,Mailed check,83.11,5034.94,0
Male,0,0,1,14,1,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,0,Electronic check,108.66,1551.47,1
Female,0,1,0,10,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,99.57,976.44,1
Female,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),26.9,580.38,0
Male,0,1,0,32,1,No,Fiber optic,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),84.12,2612.81,0
Male,0,1,0,3,1,No phone service,DSL,Yes,No,No,Yes,No,No,One year,0,Mailed check,71.54,205.7,0
Female,0,0,1,2,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),111.02,218.82,1
Male,0,1,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,34.99,738.62,0
Male,0,1,1,28,0,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),84.25,2473.59,0
Male,0,1,0,7,1,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),77.5,531.75,1
Male,1,0,0,12,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),60.31,725.93,0
